,input_text,locations,loc_spans,coord_points,input_order
913,1429023378904584192,Suomen,"(60, 66)","(26.0, 64.0)",913
913,1429023378904584192,Iin,"(28, 31)","(25.62543, 65.52736)",913
913,1429023378904584192,Alarannan koulusta,"(32, 50)","(25.3155293677353, 65.32250083868324)",913
914,1429123910780469248,,,,914
915,1428760171271045120,,,,915
916,1429132368393166848,,,,916
917,1428972706595213312,Suomessa,"(9, 17)","(26.0, 64.0)",917
918,1428957041628881408,Vantaalla,"(113, 122)","(24.9847, 60.30794)",918
918,1428957041628881408,Länsimäen,"(76, 85)","(25.11775, 60.24633)",918
918,1428957041628881408,Maratonpuiston,"(89, 103)","(25.10202, 60.2487)",918
919,1428728874033205248,,,,919
920,1429073508932407296,,,,920
921,1428728856370892800,,,,921
922,1428996996950540288,,,,922
923,1428992023416217600,,,,923
924,1429041585958891520,,,,924
925,1428687759833718784,Suomea,"(90, 96)","(26.0, 64.0)",925
926,1428688983631044608,,,,926
927,1428637028648951808,,,,927
928,1428686249515229184,Kuopiossa,"(47, 56)","(27.6894, 62.88184)",928
928,1428686249515229184,Joensuussa,"(60, 70)","(30.33866, 62.5747)",928
929,1428747659939045376,,,,929
930,1429035423154774016,,,,930
931,1428758397583777792,,,,931
932,1428668872962543616,Rovaniemellä,"(34, 46)","(25.95247, 66.60881)",932
933,1429102952841633792,,,,933
934,1429080817947615232,,,,934
935,1428707400928960512,,,,935
936,1428639672083886080,Tanskan,"(20, 27)","(10.0, 56.0)",936
937,1429007861527584768,,,,937
938,1428788931886211072,,,,938
939,1429081569487114240,Ruotsiin,"(33, 41)","(15.0, 62.0)",939
939,1429081569487114240,Ruotsista,"(183, 192)","(15.0, 62.0)",939
940,1428642728284508160,,,,940
941,1428960093572374528,,,,941
942,1429038687552159744,,,,942
943,1428854707292934144,Ruotsi,"(11, 17)","(15.0, 62.0)",943
943,1428854707292934144,Suomelta,"(26, 34)","(26.0, 64.0)",943
943,1428854707292934144,Suomen,"(71, 77)","(26.0, 64.0)",943
944,1429049704772472832,Unkarissa,"(13, 22)","(20.0, 47.0)",944
945,1429043101302198272,Espoonlahden,"(66, 78)","(24.57694, 60.165)",945
945,1429043101302198272,espoo,"(236, 241)","(24.66667, 60.25)",945
946,1429139358112788480,,,,946
947,1428718114095702016,,,,947
948,1428795062926954496,,,,948
949,1428639342352904192,Juupajoella,"(42, 53)","(24.46128, 61.82147)",949
950,1428800912156418048,,,,950
951,1428637616782594048,,,,951
952,1429111158984876032,,,,952
953,1429024713519534080,,,,953
954,1428706438491295744,,,,954
955,1428780383798190080,,,,955
956,1428636679703777280,,,,956
957,1428766694546329600,,,,957
958,1429049717607047168,,,,958
959,1428721001467052032,Kiteellä,"(7, 15)","(29.91899, 62.01402)",959
959,1428721001467052032,Joensuussa,"(40, 50)","(30.33866, 62.5747)",959
959,1428721001467052032,Lieksassa,"(82, 91)","(30.03333, 63.31667)",959
960,1429122228004823040,,,,960
961,1428678211437797376,,,,961
962,1429143565045805056,,,,962
963,1429096747935096832,,,,963
964,1429072209054687232,,,,964
965,1428638642575118336,,,,965
966,1428854707221680128,,,,966
967,1428687585283555328,,,,967
968,1428638529802878976,,,,968
969,1428676720790540288,,,,969
970,1428922832537358336,Helsinki,"(65, 73)","(24.93545, 60.16952)",970
971,1428765419091996672,Espoossa,"(30, 38)","(24.66667, 60.25)",971
971,1428765419091996672,Afganistanissa,"(70, 84)","(66.0, 33.0)",971
972,1428781901930811392,,,,972
973,1429102286060625920,,,,973
974,1429106997950025728,,,,974
975,1429102372320591872,,,,975
976,1429019780233768960,,,,976
977,1429038861800378368,Kino Tapiolan,"(60, 73)","(24.81103, 60.17888)",977
978,1428964018513981440,,,,978
979,1428650161622949888,,,,979
